CandidateID,FirstName,LastName,DepartmentID,JobRoleID,ApplicationDate,RecruitmentSource,Stage
CAN001030,,Obi,DEP006,JR048,2022-11-23,LinkedIn,Offered
CAN001031,Agnes,Akinwale,DEP006,JR045,2022-02-18,Company Website,Shortlisted
CAN001032,Mary,Okonkwo,DEP005,JR041,2021-02-20,Job Portal,Offered
CAN001033,Mark,Obi,DEP014,JR098,2020-03-04,Company Website,Interviewed
CAN001034,Elizabeth,,DEP014,JR098,2022-11-21,Job Portal,Applied
CAN001035,Esther,Obasanjo,DEP011,JR080,2021-08-14,Job Portal,Interviewed
CAN001036,Deborah,Oshodi,DEP002,JR011,2025-01-16,LinkedIn,Interviewed
CAN001037,Benjamin,Adeyemi,DEP003,JR021,2025-07-09,Job Portal,Applied
CAN001038,Gloria,Oyekan,DEP007,JR054,2025-07-23,Company Website,Applied
CAN001039,Charity,Okafor,DEP006,JR047,2019-07-06,Job Portal,Hired
CAN001040,Joseph,Nnamani,DEP004,JR031,2022-04-06,LinkedIn,Applied
CAN001041,Faith,Balogun,DEP005,JR035,2024-04-11,Job Portal,Interviewed
CAN001042,Hope,Olawale,DEP004,JR033,2025-08-17,LinkedIn,Shortlisted
CAN001043,Emmanuel,Ekwueme,DEP012,JR085,2023-11-04,Campus Recruitment,Applied
CAN001044,Victoria,Olawale,DEP013,JR092,2025-08-20,Campus Recruitment,Rejected
CAN001045,Faith,Balogun,DEP004,JR032,2021-08-08,Referral,Shortlisted
CAN001046,John,Uche,DEP001,JR005,2022-11-08,LinkedIn,Applied
CAN001047,Nathaniel,Uche,DEP010,JR071,2022-07-18,Company Website,Offered
CAN001048,Juliet,Obi,DEP004,JR029,2025-03-04,Job Portal,Hired
CAN001049,Elizabeth,Adetokunbo,DEP004,JR027,2022-06-01,Campus Recruitment,Hired
CAN001050,Joseph,Oyekan,DEP006,JR044,2025-03-26,Job Portal,Interviewed
CAN001051,Simon,Uche,DEP010,JR070,2025-05-03,Job Portal,Rejected
CAN001052,Esther,Ogunleye,DEP013,JR089,2021-05-12,Campus Recruitment,Applied
CAN001053,Charity,Adeyemi,DEP007,JR051,2022-04-06,Company Website,Hired
CAN001054,Mary,Ibrahim,DEP012,JR085,2020-10-02,Referral,Offered
CAN001055,Joy,Ekwueme,DEP010,JR073,2024-09-13,Job Portal,Interviewed
CAN001056,Simon,Nnamani,DEP012,JR085,2024-03-26,Job Portal,Hired
CAN001057,Gabriel,Chukwu,DEP011,JR078,2019-08-06,Referral,Shortlisted
CAN001058,Paul,Ojo,DEP010,JR069,2024-08-23,Company Website,Rejected
CAN001059,Joseph,Okonkwo,DEP003,JR018,2023-03-19,Referral,Interviewed
CAN001060,Sarah,Oyekan,DEP014,JR097,2023-07-13,Referral ,Offered
CAN001061,Gabriel,Obasanjo,DEP012,JR087,2019-06-03,Job Portal,Rejected
CAN001062,Deborah,Obi,DEP003,JR023,2025-10-19,Company Website,Applied
CAN001063,Joseph,Adeyemi,DEP012,JR085,2023-03-21,Job Portal,Applied
CAN001064,Juliet,Eze,DEP008,JR060,2024-02-08,Referral,Interviewed
CAN001065,Paul,Akinwale,DEP004,JR027,2024-10-15,Company Website,Applied
CAN001066,Cornelius,Obasanjo,DEP011,JR081,2023-03-01,Job Portal,Unknown
CAN001067,Deborah,Nnamani,DEP013,JR091,2025-09-05,Company Website,Applied
CAN001068,Peace,Okonkwo,DEP008,JR063,2022-03-08,Job Portal,Shortlisted
CAN001069,Andrew,Oshodi,DEP004,JR028,2024-08-13,Campus Recruitment,Hired
CAN001070,Paul,Oshodi,DEP011,JR075,2023-04-21,LinkedIn,Applied
CAN001071,Grace,Ojo,DEP009,JR066,2025-01-23,LinkedIn,Offered
CAN001072,Angela,Adeyemi,DEP011,JR074,2025-07-24,Job Portal,Hired
CAN001073,Daniel,Eze,DEP010,JR070,2021-08-24,LinkedIn,Hired
CAN001074,Gabriel,Ojo,DEP002,JR009,2023-04-24,LinkedIn,Rejected
CAN001075,Patience,Okonkwo,DEP014,JR095,2021-02-24,Referral,Applied
CAN001076,Michael,Ojo,DEP011,JR081,2019-07-20,Job Portal,Hired
CAN001077,James,Oyekan,DEP005,JR041,2024-09-25,Company Website,Shortlisted
CAN001078,Patience,Ibrahim,DEP003,JR021,2023-08-01,LinkedIn,Applied
CAN001079,Paul,Okonkwo,DEP008,JR061,2021-12-04,Campus Recruitment,Rejected
CAN001080,Victoria,Eze,DEP012,JR083,2021-09-07,Campus Recruitment,Shortlisted
CAN001081,Juliet,Ekwueme,DEP007,JR057,2020-09-01,Company Website,Hired
CAN001082,Simon,Ibrahim,DEP010,JR071,2021-09-13,Referral,Interviewed
CAN001083,Stephen,Balogun,DEP010,JR072,2020-04-25,LinkedIn,Offered
CAN001084,Michael,Adetokunbo,DEP010,JR071,2021-05-01,Referral,Rejected
CAN001085,Andrew,Okafor,DEP012,JR086,2025-02-16,Referral,Rejected
CAN001086,Elizabeth,Oshodi,DEP003,JR018,2022-02-24,Job Portal,Applied
CAN001087,Charity,Adeyemi,DEP004,JR033,2019-07-13,Company Website,Rejected
CAN001088,Faith,Oyekan,DEP004,JR025,2023-03-10,Campus Recruitment,Interviewed
CAN001089,David,Ibrahim,DEP010,JR069,2021-04-24,Campus Recruitment,Shortlisted
CAN001090,Mark,Eze,DEP012,JR083,2022-07-22,Campus Recruitment,Applied
CAN001091,Faith,Ibrahim,DEP004,JR032,2025-09-15,NIL,Interviewed
CAN001092,Juliet,Balogun,DEP002,JR013,2019-08-25,Referral,Interview
CAN001093,Elizabeth,Adetokunbo,DEP003,JR021,2022-06-22,Referral,Interviewed
CAN001094,Joseph,Adetokunbo,DEP004,JR034,2021-05-14,Company Website,Hired
CAN001095,Stephen,Adetokunbo,DEP004,JR028,2020-03-22,Campus Recruitment,Rejected
CAN001096,Agnes,Akinwale,DEP003,JR023,2020-09-12,Campus Recruitment,Interviewed
CAN001097,Joseph,Eze,DEP006,JR045,2021-09-08,Job Portal,Hired
CAN001098,Comfort,Oshodi,DEP013,JR091,2024-12-27,LinkedIn,Interviewed
CAN001099,,Abiola,DEP013,JR094,2024-03-21,Referral,Rejected
CAN001100,Victoria,Ekwueme,DEP004,JR026,2022-04-22,Campus Recruitment,Rejected
CAN001101,Andrew,Adeyemi,DEP003,JR021,2024-06-19,Referral,Hired
CAN001102,Daniel,,DEP009,JR068,2022-01-11,Campus Recruitment,Offered
CAN001103,Sarah,Balogun,DEP005,JR039,2023-12-25,Job Portal,Interviewed
CAN001104,Gabriel,Balogun,DEP005,JR037,2021-02-14,Referral,Rejected
CAN001105,Peter,Okonkwo,DEP004,JR030,2020-01-14,Campus Recruitment,Interviewed
CAN001106,Stephen,,DEP006,JR043,2025-03-10,Referral,Interviewed
CAN001107,Gabriel,Ogunleye,DEP009,JR067,2023-03-21,Company Website,Applied
CAN001108,Angela,Oyekan,DEP007,JR056,2021-05-04,LinkedIn,Applied
CAN001109,Juliet,Uche,DEP010,JR071,2021-03-09,Referral,Hired
CAN001110,Faith,Abiola,DEP001,JR008,2022-01-24,Job Portal,Interviewed
CAN001111,Elizabeth,Uche,DEP009,JR065,2023-04-13,Campus Recruitment,Offered
CAN001112,Nathaniel,Chukwu,DEP007,JR054,2023-02-10,Company Website,Offered
CAN001113,Michael,Oyekan,DEP006,JR048,2021-03-22,Referral,Interviewed
CAN001114,Elizabeth,Balogun,DEP006,JR049,2024-07-14,Campus Recruitment,Shortlisted
CAN001115,Ruth,Ibrahim,DEP002,JR015,2019-01-19,Company Website,Rejected
CAN001116,Andrew,Akinwale,DEP006,JR046,2022-02-15,Referral,Applied
CAN001117,Victoria,Okafor,DEP007,JR050,2025-07-02,LinkedIn,Rejected
CAN001118,David,Eze,DEP007,JR050,2024-08-24,Company Website,Rejected
CAN001119,Peace,Balogun,DEP003,JR023,2019-01-25,Referral,Applied
CAN001120,Grace,Ogunleye,DEP007,JR057,2022-06-18,Company Website,Rejected
CAN001121,Peter,Obi,DEP004,JR034,2021-04-20,Job Portal,Interviewed
CAN001122,Deborah,Oyekan,DEP002,JR013,2020-09-14,Company Website,Rejected
CAN001123,Peter,Ojo,DEP002,JR014,2020-04-21,Company Website,Rejected
CAN001124,David,Balogun,DEP015,JR103,2019-12-11,LinkedIn,Hired
CAN001125,Cornelius,Okonkwo,DEP004,JR030,2022-07-26,Campus Recruitment,Rejected
CAN001126,Peace,Okafor,DEP007,JR057,2022-03-21,LinkedIn,Offered
CAN001127,Mark,Akinwale,DEP004,JR030,2024-03-25,Company Website,Applied
CAN001128,John,Chukwu,DEP008,JR059,2022-04-06,Company Website,Shortlisted
CAN001129,,Okonkwo,DEP013,JR089,2023-05-05,Job Portal,Offered
CAN001130,Hope,Balogun,DEP001,JR006,2019-11-10,Referral,Shortlisted
CAN001131,Patience,Obasanjo,DEP015,JR106,2025-05-16,LinkedIn,Rejected
CAN001132,Stephen,Akinwale,DEP014,JR100,2021-05-25,Job Portal,Rejected
CAN001133,Gloria,Abiola,DEP004,JR026,2024-05-28,Campus Recruitment,Rejected
CAN001134,Nathaniel,Obi,DEP003,JR022,2023-11-25,Company Website,Applied
CAN001135,Hope,Ibrahim,DEP007,JR054,2019-03-22,Company Website,Offered
CAN001136,Paul,Oshodi,DEP002,JR009,2025-02-22,Job Portal,Offered
CAN001137,Gloria,Obi,DEP012,JR087,2021-01-20,Company Website,Appliedd
CAN001138,Hope,Akinwale,DEP015,JR103,2024-08-19,Campus Recruitment,Shortlisted
CAN001139,Faith,Chukwu,DEP006,JR049,2019-08-12,Campus Recruitment,Rejected
CAN001140,Joseph,Obasanjo,DEP014,JR098,2019-06-27,Company Website,Offered
CAN001141,Peace,Ibrahim,DEP004,JR028,2021-07-21,LinkedIn,Applied
CAN001142,Sarah,Ibrahim,DEP013,JR090,2020-06-25,LinkedIn,Interview
CAN001143,Angela,Uche,DEP008,JR059,2020-08-11,Company Website,Applied
CAN001144,Michael,Eze,DEP012,JR085,2020-04-19,Campus Recruitment,Hired
CAN001145,Michael,Adeyemi,DEP010,JR071,2022-08-14,LinkedIn,Rejected
CAN001146,Victoria,Nnamani,DEP007,JR055,2020-02-28,Campus Recruitment,Applied
CAN001147,Simon,Okonkwo,DEP014,JR100,2023-05-22,Referral,Interviewed
CAN001148,Charity,Ibrahim,DEP004,JR030,2023-05-18,Company Website,Shortlisted
CAN001149,Esther,Olawale,DEP007,JR056,2019-09-25,Job Portal,Rejected
CAN001150,Daniel,Oyekan,DEP014,JR097,2025-12-25,Job Portal,Applied
CAN001151,Comfort,Adetokunbo,DEP008,JR062,2025-05-11,Company Website,Applied
CAN001152,Sarah,Obi,DEP008,JR060,2020-06-03,LinkedIn,Rejected
CAN001153,Joseph,Nnamani,DEP009,JR067,2021-11-23,Company Website,Accepted
CAN001154,David,Ogunleye,DEP001,JR008,2023-08-20,Campus Recruitment,Rejected
CAN001155,Peter,Eze,DEP009,JR065,2024-11-12,Job Portal,Shortlisted
CAN001156,Mary,Adetokunbo,DEP011,JR079,2025-11-11,Campus Recruitment,Applied
CAN001157,Stephen,Olawale,DEP015,JR102,2019-10-21,Company Website,Interviewed
CAN001158,Elizabeth,Oshodi,DEP015,JR106,2020-02-23,Campus Recruitment,Shortlisted
CAN001159,Patience,Ekwueme,DEP015,JR103,2019-02-24,Referral,Offered
CAN001160,Esther,Obasanjo,DEP006,JR043,2020-02-17,Job Portal,Interviewed
CAN001161,Peace,Oyekan,DEP012,JR087,2024-01-18,LinkedIn,Interviewed
CAN001162,Comfort,Adetokunbo,DEP006,JR048,2025-11-27,Job Portal,Rejected
CAN001163,Benjamin,Ogunleye,DEP003,JR018,2024-01-16,Job Portal,Shortlisted
CAN001164,David,Adetokunbo,DEP013,JR091,2020-09-14,Campus Recruitment,Rejected
CAN001165,Esther,Olawale,DEP012,JR086,2024-03-03,Job Portal,Offered
CAN001166,Elizabeth,Ojo,DEP006,JR047,2025-10-09,Campus Recruitment,Hired
CAN001167,Victoria,Obasanjo,DEP011,JR081,2023-07-03,Job Portal,Shortlisted
CAN001168,Joshua,Ogunleye,DEP008,JR059,2025-07-05,Campus Recruitment,Applied
CAN001169,Mark,Okonkwo,DEP014,JR097,2024-04-03,Referral,Applied
CAN001170,John,Eze,DEP004,JR033,2023-04-07,Campus Recruitment,Rejected
CAN001171,Grace,Nnamani,DEP011,JR074,2025-08-23,Job Portal,Shortlisted
CAN001172,John,Oyekan,DEP001,JR007,2019-01-26,Campus Recruitment,Hired
CAN001173,Sarah,Ogunleye,DEP013,JR094,2025-03-06,LinkedIn,Shortlisted
CAN001174,Emmanuel,Olawale,DEP003,JR021,2022-08-21,Referral,Rejected
CAN001175,,Okonkwo,DEP003,JR021,2022-01-26,Campus Recruitment,Interviewed
CAN001176,David,Nnamani,DEP011,JR076,2023-01-25,Campus Recruitment,Rejected
CAN001177,Emmanuel,Okonkwo,DEP005,JR041,2020-04-16,Job Portal,Hired
CAN001178,Andrew,Eze,DEP013,JR092,2019-08-17,Job Portal,Offered
CAN001179,Paul,Ekwueme,DEP003,JR024,2019-01-24,Job Portal,Interviewed
CAN001180,Elizabeth,Ogunleye,DEP015,JR101,2021-03-10,Job Portal,Hired
CAN001181,Charity,Adetokunbo,DEP011,JR074,2025-05-14,LinkedIn,Rejected
CAN001182,Michael,Obi,DEP006,JR042,2024-12-13,LinkedIn,Shortlisted
CAN001183,Daniel,Chukwu,DEP012,JR083,2020-05-25,Walk In,Hired
CAN001184,Blessing,Oshodi,DEP003,JR017,2019-10-15,Campus Recruitment,Shortlisted
CAN001185,Sarah,Oyekan,DEP014,JR096,2022-05-04,Job Portal,Applied
CAN001186,Paul,Ogunleye,DEP005,JR039,2022-09-26,Campus Recruitment,Interview
CAN001187,Cornelius,Ojo,DEP009,JR066,2025-04-25,Company Website,Shortlisted
CAN001188,Benjamin,Olawale,DEP011,JR074,2022-10-10,Indeed,Hired
CAN001189,Joy,Olawale,DEP005,JR041,2020-10-23,Campus Recruitment,Shortlisted
CAN001190,Samuel,Ojo,DEP005,JR036,2019-05-22,LinkedIn,Applied
CAN001191,Benjamin,Ekwueme,DEP003,JR019,2025-08-10,Campus Recruitment,Hired
CAN001192,Joy,Ogunleye,DEP001,JR005,2024-08-19,Job Portal,Unknown
CAN001193,Samuel,Oshodi,DEP015,JR104,2019-02-16,Referral,Rejected
CAN001194,Elizabeth,Ibrahim,DEP002,JR016,2019-09-21,Referral,Shortlisted
CAN001195,Charity,Abiola,DEP014,JR100,2022-01-20,LinkedIn,Rejected
CAN001196,Hope,Eze,DEP003,JR017,2024-05-19,Company Website,Hired
CAN001197,Victoria,Ogunleye,DEP010,JR072,2020-10-08,Company Website,Shortlisted
CAN001198,Joshua,Balogun,DEP001,JR001,2021-02-12,LinkedIn,Rejected
CAN001199,Hope,Oshodi,DEP001,JR002,2019-01-18,Referral,Shortlisted
CAN001200,Cornelius,Oyekan,DEP003,JR018,2021-01-17,Referral,Rejected
CAN001201,Samuel,Nnamani,DEP004,JR034,2021-06-07,Campus Recruitment,Offered
CAN001202,Stephen,Nnamani,DEP014,JR098,2020-03-21,Referral,Interviewed
CAN001203,Sarah,Olawale,DEP007,JR056,2021-01-15,Company Website,Applied
CAN001204,Deborah,Adetokunbo,DEP006,JR043,2023-08-06,Referral,Offered
CAN001205,Emmanuel,Ibrahim,DEP006,JR048,2019-12-07,Company Website,Interviewed
CAN001206,Agnes,Eze,DEP002,JR009,2023-01-09,Company Website,Hired
CAN001207,Andrew,Ekwueme,DEP012,JR086,2021-07-24,Campus Recruitment,Offered
CAN001208,Ruth,Eze,DEP008,JR063,2023-02-20,Job Portal,Hired
CAN001209,Michael,Okafor,DEP006,JR049,2023-06-07,Job Portal,Interviewed
CAN001210,Mary,Obasanjo,DEP010,JR072,2019-07-25,Referral,Offered
CAN001211,David,Ekwueme,DEP008,JR062,2020-11-14,Company Website,Hired
CAN001212,Gloria,Adetokunbo,DEP004,JR034,2021-11-04,Campus Recruitment,Hired
CAN001213,Comfort,Uche,DEP015,JR102,2021-03-24,Job Portal,Shortlisted
CAN001214,Angela,Okafor,DEP004,JR025,2025-12-21,Referral,Rejected
CAN001215,Benjamin,Okonkwo,DEP010,JR070,2022-06-08,Campus Recruitment,Offered
CAN001216,Comfort,Oshodi,DEP015,JR105,2025-10-01,Campus Recruitment,Interviewed
CAN001217,Andrew,Ibrahim,DEP015,JR104,2019-06-13,Referral,Hired
CAN001218,John,Okafor,DEP008,JR059,2023-11-12,Company Website,Offered
CAN001219,Philip,Adetokunbo,DEP003,JR017,2025-11-13,Company Website,Hired
CAN001220,Stephen,Chukwu,DEP002,JR011,2025-06-01,Company Website,Hired
CAN001221,Mary,Ibrahim,DEP006,JR047,2024-02-12,Referral,Rejected
CAN001222,Faith,Akinwale,DEP012,JR084,2025-11-27,Referral,Hired
CAN001223,Faith,Nnamani,DEP011,JR078,2022-12-12,Referral,Interviewed
CAN001224,Cornelius,Ogunleye,DEP011,JR078,2021-06-20,Company Website,Appliedd
CAN001225,David,Ekwueme,DEP006,JR047,2022-06-19,Company Website,Applied
CAN001226,Deborah,Eze,DEP003,JR020,2023-06-16,Job Portal,Shortlisted
CAN001227,Benjamin,Akinwale,DEP014,JR096,2023-01-11,Referral,Rejected
CAN001228,Philip,,DEP001,JR002,2019-05-19,Job Portal,Offered
CAN001229,Samuel,Uche,DEP014,JR098,2021-03-10,Company Website,Applied
CAN001230,John,Akinwale,DEP003,JR021,2022-01-04,Campus Recruitment,Applied
CAN001231,Esther,Ekwueme,DEP002,JR012,2019-07-11,Company Website,Shortlisted
CAN001232,Sarah,Obi,DEP012,JR083,2022-11-10,Referral,Rejected
CAN001233,David,Obi,DEP001,JR001,2025-09-06,Job Portal,Applied
CAN001234,Hope,,DEP002,JR015,2020-03-06,linkedin,Interviewed
CAN001235,Sarah,,DEP005,JR038,2021-04-18,Campus Recruitment,Shortlisted
CAN001236,Michael,Oshodi,DEP015,JR105,2025-07-26,LinkedIn,Shortlisted
CAN001237,James,Adeyemi,DEP006,JR049,2023-07-05,Job Portal,Offered
CAN001238,Faith,Abiola,DEP013,JR090,2024-04-09,Referral,Hired
CAN001239,Hope,Ekwueme,DEP001,JR007,2024-06-23,LinkedIn,Interviewed
CAN001240,Deborah,Okafor,DEP007,JR051,2020-02-18,Company Website,Offered
CAN001241,Peace,Chukwu,DEP009,JR065,2020-06-19,Campus Recruitment,Interviewed
CAN001242,Gloria,Nnamani,DEP013,JR092,2023-08-12,Referral,Shortlisted
CAN001243,Patience,Oshodi,DEP008,JR062,2021-08-25,LinkedIn,Offered
CAN001244,Esther,Olawale,DEP008,JR063,2025-04-02,Company Website,Offered
CAN001245,Victoria,Oyekan,DEP014,JR100,2024-09-21,Referral,Rejected
CAN001246,Gabriel,Nnamani,DEP012,JR088,2020-07-21,Referral,Applied
CAN001247,Samuel,Akinwale,DEP001,JR007,2024-10-05,Job Portal,Shortlisted
CAN001248,Grace,Nnamani,DEP011,JR079,2023-07-10,Indeed,Offered
CAN001249,Esther,Uche,DEP004,JR027,2024-12-23,Campus Recruitment,Applied
CAN001250,James,Akinwale,DEP009,JR065,2025-11-23,LinkedIn,Applied
CAN001251,Victoria,Adetokunbo,DEP001,JR003,2021-12-03,Campus Recruitment,Offered
CAN001252,Michael,Abiola,DEP005,JR039,2023-02-22,LinkedIn,Applied
CAN001253,Esther,Akinwale,DEP011,JR081,2021-04-11,LinkedIn,Offered
CAN001254,Angela,Uche,DEP006,JR048,2022-05-05,Referral,Hired
CAN001255,Comfort,Eze,DEP011,JR079,2019-10-22,LinkedIn,Interview
CAN001256,Juliet,Balogun,DEP005,JR041,2024-03-16,LinkedIn,Rejected
CAN001257,Juliet,Ekwueme,DEP003,JR018,2023-06-13,Referral,Offered
CAN001258,Angela,Ibrahim,DEP011,JR079,2022-05-11,Company Website,Interviewed
CAN001259,Gloria,Ojo,DEP004,JR029,2019-08-12,Job Portal,Applied
CAN001260,Mary,Oshodi,DEP007,JR055,2024-06-18,Campus Recruitment,Hired
CAN001261,Grace,Olawale,DEP006,JR049,2021-01-28,Company Website,Hired
CAN001262,Gloria,Eze,DEP002,JR014,2023-02-21,Referral,Rejected
CAN001263,Michael,Obasanjo,DEP014,JR100,2020-01-28,Job Portal,Shortlisted
CAN001264,Mark,Akinwale,DEP001,JR008,2025-09-04,Referral,Interviewed
CAN001265,John,Oyekan,DEP014,JR097,2019-11-11,Company Website,Interviewed
CAN001266,Joy,Oyekan,DEP015,JR102,2022-10-15,Job Portal,Shortlisted
CAN001267,Philip,Obasanjo,DEP003,JR020,2022-03-06,Company Website,Offered
CAN001268,Mark,Okonkwo,DEP006,JR043,2020-02-10,Referral,Interviewed
CAN001269,Victoria,Nnamani,DEP004,JR025,2024-10-18,Referral,Rejected
CAN001270,Simon,Oyekan,DEP013,JR092,2025-06-11,LinkedIn,Hired
CAN001271,Daniel,Ibrahim,DEP014,JR098,2024-04-18,Job Portal,Applied
CAN001272,Faith,,DEP012,JR086,2022-03-26,LinkedIn,Applied
CAN001273,Joseph,Chukwu,DEP003,JR020,2021-04-21,Company Website,Offered
CAN001274,Cornelius,Oyekan,DEP003,JR017,2020-02-12,Referral,Interviewed
CAN001275,Simon,Ekwueme,DEP003,JR019,2024-05-27,LinkedIn,Hired
CAN001276,Andrew,Olawale,DEP009,JR065,2021-06-23,Campus Recruitment,Offered
CAN001277,Daniel,Adeyemi,DEP003,JR022,2022-03-23,Job Portal,Rejected
CAN001278,Mark,Obasanjo,DEP013,JR092,2023-11-04,Campus Recruitment,Offered
CAN001279,Samuel,Ekwueme,DEP014,JR097,2020-04-24,Company Website,Shortlisted
CAN001280,,Abiola,DEP002,JR009,2020-05-01,Job Portal,Hired
CAN001281,Comfort,Chukwu,DEP013,JR093,2025-10-09,Campus Recruitment,Offered
CAN001282,Daniel,Okonkwo,DEP001,JR005,2021-02-12,Company Website,Unknown
CAN001283,Ruth,Oyekan,DEP004,JR027,2022-04-15,Campus Recruitment,Offered
CAN001284,Grace,Balogun,DEP006,JR046,2025-09-14,Job Portal,Applied
CAN001285,James,Balogun,DEP005,JR038,2021-10-01,LinkedIn,Rejected
CAN001286,Simon,Oshodi,DEP011,JR079,2024-01-04,Job Portal,Rejected
CAN001287,Deborah,Oyekan,DEP007,JR055,2025-01-26,NIL,Applied
CAN001288,Philip,Oshodi,DEP005,JR037,2025-10-07,Campus Recruitment,Applied
CAN001289,Samuel,Balogun,DEP006,JR042,2021-01-10,Job Portal,Rejected
CAN001290,Andrew,Obasanjo,DEP015,JR104,2023-01-03,Company Website,Hired
CAN001291,Benjamin,Chukwu,DEP005,JR036,2021-12-15,Campus Recruitment,Shortlisted
CAN001292,Peter,Chukwu,DEP012,JR082,2025-04-06,Company Website,Interviewed
CAN001293,Patience,Obi,DEP001,JR007,2020-01-12,Job Portal,Interviewed
CAN001294,Mark,Ogunleye,DEP010,JR070,2025-08-14,Job Portal,Rejected
CAN001295,James,Adeyemi,DEP010,JR072,2022-10-01,LinkedIn,Applied
CAN001296,Agnes,Uche,DEP002,JR009,2020-03-11,Job Portal,Interviewed
CAN001297,Sarah,Ekwueme,DEP008,JR062,2022-03-24,Company Website,Rejected
CAN001298,Peace,Akinwale,DEP006,JR044,2022-03-14,LinkedIn,Applied
CAN001299,Philip,Akinwale,DEP013,JR093,2024-10-18,Job Portal,Hired
CAN001300,Hope,Abiola,DEP006,JR049,2023-04-10,Campus Recruitment,Shortlisted
CAN001301,Nathaniel,Ogunleye,DEP003,JR020,2025-02-27,LinkedIn,Shortlisted
CAN001302,Ruth,,DEP011,JR076,2025-06-14,Referral,Applied
CAN001303,Nathaniel,Ekwueme,DEP004,JR032,2025-12-04,Job Portal,Shortlisted
CAN001304,Simon,Abiola,DEP014,JR098,2020-09-20,Job Portal,Applied
CAN001305,Patience,Ogunleye,DEP008,JR058,2019-04-10,Referral,Interviewed
CAN001306,Simon,Okafor,DEP010,JR072,2025-09-08,Job Portal,Offered
CAN001307,Charity,Eze,DEP004,JR033,2021-02-21,LinkedIn,Applied
CAN001308,Joseph,Adetokunbo,DEP001,JR007,2021-09-14,LinkedIn,Interviewed
CAN001309,Joseph,Adeyemi,DEP001,JR002,2024-11-07,Campus Recruitment,Shortlisted
CAN001310,Sarah,Obi,DEP012,JR087,2020-11-27,Campus Recruitment,Applied
CAN001311,Blessing,Uche,DEP002,JR010,2023-12-21,Campus Recruitment,Rejected
CAN001312,Samuel,Abiola,DEP014,JR096,2022-12-02,Company Website,Applied
CAN001313,Mark,Uche,DEP012,JR088,2020-08-25,Campus Recruitment,Interviewed
CAN001314,David,Okonkwo,DEP012,JR085,2024-05-20,Company Website,Shortlisted
CAN001315,Stephen,Okafor,DEP002,JR013,2022-09-23,Campus Recruitment,Rejected
CAN001316,Hope,Ogunleye,DEP005,JR040,2024-03-08,Job Portal,Rejected
CAN001317,James,Adeyemi,DEP009,JR068,2024-11-27,Job Portal,Shortlisted
CAN001318,Peter,Obi,DEP001,JR008,2022-07-03,LinkedIn,Applied
CAN001319,Blessing,Okonkwo,DEP010,JR069,2019-07-16,Referral,Rejected
CAN001320,Peace,Abiola,DEP013,JR089,2019-08-15,Company Website,Offered
CAN001321,,Okafor,DEP008,JR058,2025-07-17,Job Portal,Hired
CAN001322,Gloria,Ogunleye,DEP008,JR063,2025-10-14,Referral,Appliedd
CAN001323,James,Ojo,DEP015,JR101,2020-12-19,Job Portal,Shortlisted
CAN001324,Ruth,Abiola,DEP011,JR074,2021-08-13,Campus Recruitment,Offered
CAN001325,Paul,Okafor,DEP004,JR028,2025-03-10,NIL,Rejected
CAN001326,Peace,Ibrahim,DEP001,JR008,2022-03-08,Job Portal,Interviewed
CAN001327,,Oyekan,DEP011,JR074,2021-08-12,LinkedIn,Shortlisted
CAN001328,Benjamin,Oshodi,DEP004,JR033,2022-03-13,Referral,Applied
CAN001329,Deborah,Olawale,DEP001,JR008,2025-01-11,LinkedIn,Rejected
CAN001330,Juliet,Ojo,DEP003,JR020,2023-08-08,Campus Recruitment,Hired
CAN001331,Mark,Obi,DEP007,JR056,2019-11-05,NIL,Interviewed
CAN001332,Gabriel,Akinwale,DEP010,JR070,2021-03-20,Referral,Applied
CAN001333,Elizabeth,Ojo,DEP007,JR055,2020-09-14,Company Website,Rejected
CAN001334,Emmanuel,Okafor,DEP013,JR093,2021-04-06,LinkedIn,Interview
CAN001335,James,Chukwu,DEP014,JR099,2019-10-01,Job Portal,Rejected
CAN001336,Peace,Abiola,DEP002,JR013,2025-06-10,Company Website,Applied
CAN001337,James,,DEP002,JR016,2019-03-23,Company Website,Applied
CAN001338,Joy,Abiola,DEP011,JR076,2024-11-03,LinkedIn,Rejected
CAN001339,Peace,Nnamani,DEP010,JR069,2019-07-09,Campus Recruitment,Offered
CAN001340,Joy,Ogunleye,DEP001,JR007,2024-11-21,Job Portal,Shortlisted
CAN001341,Simon,Okafor,DEP013,JR091,2023-12-14,Job Portal,Rejected
CAN001342,Gabriel,Balogun,DEP013,JR092,2022-09-03,LinkedIn,Interviewed
CAN001343,Esther,Ogunleye,DEP009,JR068,2020-08-13,Job Portal,Hired
CAN001344,Stephen,Ekwueme,DEP007,JR057,2021-05-11,Referral,Interviewed
CAN001345,Blessing,Eze,DEP007,JR052,2020-05-07,Referral,Interviewed
CAN001346,David,Oyekan,DEP015,JR104,2025-02-20,Job Portal,Applied
CAN001347,Joy,Obi,DEP004,JR028,2019-10-22,Company Website,Hired
CAN001348,Faith,Adetokunbo,DEP005,JR040,2025-04-06,Referral,Rejected
CAN001349,Juliet,Olawale,DEP007,JR052,2022-02-25,Job Portal,Applied
CAN001350,Joshua,Abiola,DEP004,JR028,2025-05-02,Referral,Offered
CAN001351,David,Olawale,DEP012,JR082,2022-04-12,LinkedIn,Rejected
